fips,state,pop_2019,date,total_doses_state_level,cum_deaths,confirmed,1st_dose,2nd_dose,est_booster_doses
26.0,Michigan,9986857.0,2021-01-22,598127.0,14808.0,571342.0,400793.0,98667.0,0.0
27.0,Minnesota,5639632.0,2021-01-22,246364.0,6100.0,452268.0,162396.0,41984.0,0.0
28.0,Mississippi,2976149.0,2021-01-22,152374.0,5713.0,261167.0,125184.0,13595.0,0.0
29.0,Missouri,6137428.0,2021-01-22,265382.0,6400.0,479980.0,146435.0,58782.0,0.0
30.0,Montana,1068778.0,2021-01-22,60389.0,1104.0,91049.0,40451.0,9962.0,0.0
31.0,Nebraska,1934408.0,2021-01-22,121681.0,1878.0,186255.0,82003.0,19839.0,0.0
32.0,Nevada,3080156.0,2021-01-22,115991.0,3958.0,268212.0,76541.0,19296.0,0.0
33.0,New Hampshire,1359711.0,2021-01-22,80639.0,971.0,61206.0,59962.0,10319.0,0.0
34.0,New Jersey,8882190.0,2021-01-22,475704.0,20875.0,650389.0,356066.0,59819.0,0.0
35.0,New Mexico,2096829.0,2021-01-22,162995.0,3077.0,167731.0,0.0,0.0,0.0
36.0,New York,19453561.0,2021-01-22,1084531.0,41786.0,1309403.0,867385.0,108573.0,0.0
37.0,North Carolina,10488084.0,2021-01-22,573130.0,8464.0,705535.0,347981.0,76293.0,0.0
38.0,North Dakota,762062.0,2021-01-22,68560.0,1428.0,96565.0,46564.0,10998.0,0.0
39.0,Ohio,11689100.0,2021-01-22,500176.0,16528.0,853982.0,500176.0,0.0,0.0
40.0,Oklahoma,3956971.0,2021-01-22,197820.0,3187.0,366576.0,141002.0,28409.0,0.0
41.0,Oregon,4217737.0,2021-01-22,253710.0,1865.0,136839.0,186896.0,31517.0,0.0
42.0,Pennsylvania,12801989.0,2021-01-22,543329.0,20340.0,802601.0,366429.0,88450.0,0.0
44.0,Rhode Island,1059361.0,2021-01-22,63152.0,2248.0,109735.0,38122.0,12515.0,0.0
45.0,South Carolina,5148714.0,2021-01-22,211789.0,6404.0,409188.0,138921.0,36434.0,0.0
46.0,South Dakota,884659.0,2021-01-22,70643.0,1684.0,106716.0,40936.0,11285.0,0.0
47.0,Tennessee,6829174.0,2021-01-22,396100.0,8777.0,701847.0,289093.0,53210.0,0.0
48.0,Texas,28995881.0,2021-01-22,1500288.0,34381.0,2227789.0,1094232.0,203028.0,0.0
49.0,Utah,3205958.0,2021-01-22,193777.0,1103.0,253735.0,153397.0,20190.0,0.0
50.0,Vermont,623989.0,2021-01-22,46292.0,169.0,10759.0,30274.0,8009.0,0.0
51.0,Virginia,8535519.0,2021-01-22,399317.0,6002.0,463751.0,309169.0,45074.0,0.0
53.0,Washington,7614893.0,2021-01-22,335836.0,4114.0,298249.0,231152.0,50698.0,0.0
54.0,West Virginia,1792147.0,2021-01-22,182460.0,1856.0,113615.0,110478.0,35991.0,0.0
55.0,Wisconsin,5822434.0,2021-01-22,285358.0,6135.0,577991.0,181756.0,51801.0,0.0
56.0,Wyoming,578759.0,2021-01-22,33414.0,571.0,50583.0,24364.0,4525.0,0.0
1.0,Alabama,4903185.0,2021-01-23,249356.0,6657.0,439442.0,20354.0,0.0,0.0
2.0,Alaska,731545.0,2021-01-23,88331.0,259.0,53175.0,55959.0,16186.0,0.0
4.0,Arizona,7278717.0,2021-01-23,380764.0,12170.0,715357.0,257616.0,58241.0,0.0
5.0,Arkansas,3017804.0,2021-01-23,200813.0,4563.0,282995.0,4000.0,0.0,0.0
6.0,California,39512223.0,2021-01-23,1393224.0,36188.0,3232096.0,0.0,0.0,0.0
8.0,Colorado,5758736.0,2021-01-23,403896.0,5482.0,384966.0,263539.0,70093.0,0.0
9.0,Connecticut,3565287.0,2021-01-23,287440.0,6819.0,237815.0,215604.0,33149.0,0.0
10.0,Delaware,973764.0,2021-01-23,54760.0,1254.0,73915.0,13701.0,0.0,0.0
11.0,District of Columbia,705749.0,2021-01-23,41053.0,870.0,35077.0,0.0,0.0,0.0
12.0,Florida,21477737.0,2021-01-23,1389149.0,25164.0,1639914.0,1110459.0,139345.0,0.0
13.0,Georgia,10617423.0,2021-01-23,630984.0,13246.0,862158.0,94607.0,0.0,0.0
15.0,Hawaii,1415872.0,2021-01-23,94003.0,336.0,25758.0,9000.0,0.0,0.0
16.0,Idaho,1787065.0,2021-01-23,82475.0,1668.0,159325.0,54895.0,13732.0,0.0
17.0,Illinois,12671821.0,2021-01-23,616677.0,20645.0,1098527.0,359739.0,128469.0,0.0
18.0,Indiana,6732219.0,2021-01-23,480338.0,10950.0,608519.0,296458.0,91940.0,0.0
19.0,Iowa,3155070.0,2021-01-23,156296.0,4486.0,312622.0,122588.0,16854.0,0.0
20.0,Kansas,2913314.0,2021-01-23,143856.0,3616.0,268908.0,101859.0,20999.0,0.0
21.0,Kentucky,4467673.0,2021-01-23,250867.0,3386.0,344567.0,60414.0,0.0,0.0
22.0,Louisiana,4648794.0,2021-01-23,314328.0,8483.0,380255.0,230922.0,41703.0,0.0
23.0,Maine,1344212.0,2021-01-23,98371.0,544.0,36598.0,58619.0,19876.0,0.0
24.0,Maryland,6045680.0,2021-01-23,314861.0,6837.0,339307.0,246677.0,34092.0,0.0
25.0,Massachusetts,6892503.0,2021-01-23,359919.0,14062.0,494331.0,256825.0,51547.0,0.0
26.0,Michigan,9986857.0,2021-01-23,642111.0,15038.0,573128.0,430347.0,105882.0,0.0
27.0,Minnesota,5639632.0,2021-01-23,264275.0,6131.0,453808.0,165067.0,49604.0,0.0
28.0,Mississippi,2976149.0,2021-01-23,165875.0,5752.0,263023.0,135697.0,15089.0,0.0
29.0,Missouri,6137428.0,2021-01-23,285697.0,6416.0,482068.0,150898.0,66699.0,0.0
30.0,Montana,1068778.0,2021-01-23,66348.0,1141.0,91410.0,42575.0,11878.0,0.0
31.0,Nebraska,1934408.0,2021-01-23,127296.0,1879.0,186854.0,84494.0,21401.0,0.0
32.0,Nevada,3080156.0,2021-01-23,126458.0,4011.0,269713.0,84877.0,20345.0,0.0
33.0,New Hampshire,1359711.0,2021-01-23,85595.0,981.0,61995.0,60404.0,12575.0,0.0
34.0,New Jersey,8882190.0,2021-01-23,510099.0,20934.0,657536.0,384847.0,62626.0,0.0
35.0,New Mexico,2096829.0,2021-01-23,185923.0,3115.0,168579.0,0.0,0.0,0.0
36.0,New York,19453561.0,2021-01-23,1149218.0,41950.0,1323312.0,901628.0,123795.0,0.0
37.0,North Carolina,10488084.0,2021-01-23,573130.0,8586.0,712716.0,347981.0,76293.0,0.0
38.0,North Dakota,762062.0,2021-01-23,74055.0,1436.0,96720.0,47945.0,13005.0,0.0
39.0,Ohio,11689100.0,2021-01-23,535086.0,16627.0,859841.0,535086.0,0.0,0.0
40.0,Oklahoma,3956971.0,2021-01-23,278151.0,3231.0,370751.0,206507.0,35822.0,0.0
41.0,Oregon,4217737.0,2021-01-23,270452.0,1877.0,137600.0,196698.0,34902.0,0.0
42.0,Pennsylvania,12801989.0,2021-01-23,585691.0,20527.0,808464.0,387929.0,98881.0,0.0
44.0,Rhode Island,1059361.0,2021-01-23,66070.0,2256.0,109735.0,39780.0,13145.0,0.0
45.0,South Carolina,5148714.0,2021-01-23,241888.0,6479.0,413789.0,149293.0,38511.0,0.0
46.0,South Dakota,884659.0,2021-01-23,77200.0,1696.0,106963.0,42995.0,14487.0,0.0
47.0,Tennessee,6829174.0,2021-01-23,470660.0,8819.0,705876.0,290892.0,89399.0,0.0
48.0,Texas,28995881.0,2021-01-23,1600794.0,34725.0,2242473.0,1144166.0,228314.0,0.0
49.0,Utah,3205958.0,2021-01-23,207127.0,1111.0,255033.0,160229.0,23469.0,0.0
50.0,Vermont,623989.0,2021-01-23,51711.0,170.0,10908.0,31827.0,9942.0,0.0
51.0,Virginia,8535519.0,2021-01-23,443760.0,6079.0,468655.0,343466.0,50147.0,0.0
53.0,Washington,7614893.0,2021-01-23,391195.0,4114.0,300198.0,262005.0,63046.0,0.0
54.0,West Virginia,1792147.0,2021-01-23,182460.0,1872.0,114752.0,110478.0,35991.0,0.0
55.0,Wisconsin,5822434.0,2021-01-23,310256.0,6184.0,580003.0,196896.0,56680.0,0.0
56.0,Wyoming,578759.0,2021-01-23,35976.0,571.0,50583.0,26654.0,4661.0,0.0
1.0,Alabama,4903185.0,2021-01-24,249356.0,6660.0,441170.0,20354.0,0.0,0.0
2.0,Alaska,731545.0,2021-01-24,88331.0,259.0,53336.0,55959.0,16186.0,0.0
4.0,Arizona,7278717.0,2021-01-24,412320.0,12238.0,722574.0,281319.0,61945.0,0.0
5.0,Arkansas,3017804.0,2021-01-24,212072.0,4606.0,284066.0,4000.0,0.0,0.0
6.0,California,39512223.0,2021-01-24,1393224.0,36418.0,3258008.0,0.0,0.0,0.0
8.0,Colorado,5758736.0,2021-01-24,431898.0,5505.0,386285.0,278406.0,76648.0,0.0
9.0,Connecticut,3565287.0,2021-01-24,306796.0,6819.0,237815.0,226944.0,37098.0,0.0
10.0,Delaware,973764.0,2021-01-24,64690.0,1267.0,74575.0,13701.0,0.0,0.0
11.0,District of Columbia,705749.0,2021-01-24,41053.0,872.0,35301.0,0.0,0.0,0.0
12.0,Florida,21477737.0,2021-01-24,1479622.0,25293.0,1649449.0,1176728.0,151447.0,0.0
13.0,Georgia,10617423.0,2021-01-24,651478.0,13250.0,866911.0,94607.0,0.0,0.0
15.0,Hawaii,1415872.0,2021-01-24,94003.0,342.0,25925.0,9000.0,0.0,0.0
16.0,Idaho,1787065.0,2021-01-24,86912.0,1669.0,159506.0,58628.0,14082.0,0.0
17.0,Illinois,12671821.0,2021-01-24,657820.0,20680.0,1101819.0,389922.0,133949.0,0.0
18.0,Indiana,6732219.0,2021-01-24,513353.0,10996.0,611039.0,324431.0,94461.0,0.0
19.0,Iowa,3155070.0,2021-01-24,156296.0,4487.0,313137.0,122588.0,16854.0,0.0
20.0,Kansas,2913314.0,2021-01-24,143856.0,3616.0,268908.0,101859.0,20999.0,0.0
21.0,Kentucky,4467673.0,2021-01-24,267577.0,3421.0,346138.0,60414.0,0.0,0.0
22.0,Louisiana,4648794.0,2021-01-24,314328.0,8565.0,383862.0,230922.0,41703.0,0.0
23.0,Maine,1344212.0,2021-01-24,109262.0,544.0,36598.0,63948.0,22657.0,0.0
24.0,Maryland,6045680.0,2021-01-24,358262.0,6865.0,341452.0,279752.0,39255.0,0.0
25.0,Massachusetts,6892503.0,2021-01-24,359919.0,14131.0,498265.0,256825.0,51547.0,0.0
26.0,Michigan,9986857.0,2021-01-24,642111.0,15038.0,573128.0,430347.0,105882.0,0.0
27.0,Minnesota,5639632.0,2021-01-24,289846.0,6163.0,454989.0,170416.0,59715.0,0.0
28.0,Mississippi,2976149.0,2021-01-24,179792.0,5772.0,264219.0,147150.0,16321.0,0.0
29.0,Missouri,6137428.0,2021-01-24,291723.0,6423.0,484000.0,153383.0,68466.0,0.0
30.0,Montana,1068778.0,2021-01-24,72544.0,1151.0,91652.0,46054.0,13235.0,0.0
31.0,Nebraska,1934408.0,2021-01-24,135995.0,1879.0,187147.0,88091.0,23952.0,0.0
32.0,Nevada,3080156.0,2021-01-24,137031.0,4026.0,270907.0,94188.0,20972.0,0.0
33.0,New Hampshire,1359711.0,2021-01-24,89816.0,987.0,62492.0,63443.0,13166.0,0.0
34.0,New Jersey,8882190.0,2021-01-24,524865.0,20951.0,662808.0,395253.0,64806.0,0.0
35.0,New Mexico,2096829.0,2021-01-24,185923.0,3145.0,169205.0,0.0,0.0,0.0
36.0,New York,19453561.0,2021-01-24,1220148.0,42144.0,1335695.0,949480.0,135334.0,0.0
37.0,North Carolina,10488084.0,2021-01-24,573130.0,8695.0,718812.0,347981.0,76293.0,0.0
38.0,North Dakota,762062.0,2021-01-24,74055.0,1436.0,96817.0,47945.0,13005.0,0.0
39.0,Ohio,11689100.0,2021-01-24,575003.0,16735.0,864322.0,575003.0,0.0,0.0
40.0,Oklahoma,3956971.0,2021-01-24,278151.0,3279.0,373703.0,206507.0,35822.0,0.0
41.0,Oregon,4217737.0,2021-01-24,285906.0,1880.0,138168.0,207471.0,37191.0,0.0
42.0,Pennsylvania,12801989.0,2021-01-24,626532.0,20606.0,812285.0,413450.0,106541.0,0.0
44.0,Rhode Island,1059361.0,2021-01-24,66070.0,2272.0,109735.0,39780.0,13145.0,0.0
45.0,South Carolina,5148714.0,2021-01-24,267884.0,6547.0,418325.0,166843.0,41599.0,0.0
46.0,South Dakota,884659.0,2021-01-24,80441.0,1705.0,107148.0,44792.0,16256.0,0.0
47.0,Tennessee,6829174.0,2021-01-24,470660.0,8859.0,708717.0,290892.0,89399.0,0.0
48.0,Texas,28995881.0,2021-01-24,1678517.0,34911.0,2250421.0,1183661.0,247428.0,0.0
49.0,Utah,3205958.0,2021-01-24,222275.0,1120.0,256158.0,167191.0,27542.0,0.0
50.0,Vermont,623989.0,2021-01-24,51711.0,170.0,11033.0,31827.0,9942.0,0.0
51.0,Virginia,8535519.0,2021-01-24,474979.0,6078.0,472447.0,357421.0,58779.0,0.0
53.0,Washington,7614893.0,2021-01-24,391195.0,4114.0,300198.0,262005.0,63046.0,0.0
54.0,West Virginia,1792147.0,2021-01-24,197220.0,1895.0,115307.0,119732.0,38744.0,0.0
55.0,Wisconsin,5822434.0,2021-01-24,310256.0,6190.0,581377.0,196896.0,56680.0,0.0
56.0,Wyoming,578759.0,2021-01-24,38191.0,571.0,50898.0,28633.0,4779.0,0.0
1.0,Alabama,4903185.0,2021-01-25,249356.0,6662.0,443009.0,20354.0,0.0,0.0
2.0,Alaska,731545.0,2021-01-25,88331.0,259.0,53421.0,55959.0,16186.0,0.0
4.0,Arizona,7278717.0,2021-01-25,438419.0,12239.0,727895.0,296066.0,67315.0,0.0
5.0,Arkansas,3017804.0,2021-01-25,218951.0,4650.0,284702.0,4000.0,0.0,0.0
6.0,California,39512223.0,2021-01-25,1393224.0,36640.0,3275115.0,0.0,0.0,0.0
8.0,Colorado,5758736.0,2021-01-25,445251.0,5512.0,387500.0,284368.0,80181.0,0.0
9.0,Connecticut,3565287.0,2021-01-25,321737.0,6911.0,243632.0,234620.0,40506.0,0.0
10.0,Delaware,973764.0,2021-01-25,67475.0,1271.0,75191.0,13701.0,0.0,0.0
11.0,District of Columbia,705749.0,2021-01-25,51421.0,879.0,35505.0,0.0,0.0,0.0
12.0,Florida,21477737.0,2021-01-25,1534816.0,25446.0,1658169.0,1224188.0,155314.0,0.0
13.0,Georgia,10617423.0,2021-01-25,656501.0,13303.0,870828.0,94607.0,0.0,0.0
15.0,Hawaii,1415872.0,2021-01-25,94003.0,342.0,26019.0,9000.0,0.0,0.0
16.0,Idaho,1787065.0,2021-01-25,91066.0,1681.0,160033.0,62058.0,14440.0,0.0
17.0,Illinois,12671821.0,2021-01-25,681473.0,20744.0,1104763.0,409235.0,136119.0,0.0
18.0,Indiana,6732219.0,2021-01-25,532804.0,11037.0,613228.0,335770.0,98517.0,0.0
19.0,Iowa,3155070.0,2021-01-25,156296.0,4488.0,313909.0,122588.0,16854.0,0.0
20.0,Kansas,2913314.0,2021-01-25,143856.0,3645.0,271503.0,101859.0,20999.0,0.0
21.0,Kentucky,4467673.0,2021-01-25,267577.0,3460.0,347827.0,60414.0,0.0,0.0
22.0,Louisiana,4648794.0,2021-01-25,314328.0,8590.0,385942.0,230922.0,41703.0,0.0
23.0,Maine,1344212.0,2021-01-25,109262.0,547.0,37046.0,63948.0,22657.0,0.0
24.0,Maryland,6045680.0,2021-01-25,358262.0,6900.0,343138.0,279752.0,39255.0,0.0
25.0,Massachusetts,6892503.0,2021-01-25,359919.0,14176.0,501909.0,256825.0,51547.0,0.0
26.0,Michigan,9986857.0,2021-01-25,642111.0,15075.0,576060.0,430347.0,105882.0,0.0
27.0,Minnesota,5639632.0,2021-01-25,311600.0,6166.0,455783.0,185230.0,63185.0,0.0
28.0,Mississippi,2976149.0,2021-01-25,179792.0,5777.0,265146.0,147150.0,16321.0,0.0
29.0,Missouri,6137428.0,2021-01-25,317737.0,6429.0,485671.0,169689.0,73248.0,0.0
30.0,Montana,1068778.0,2021-01-25,76590.0,1151.0,91816.0,48427.0,14071.0,0.0
31.0,Nebraska,1934408.0,2021-01-25,137249.0,1894.0,187793.0,88601.0,24324.0,0.0
32.0,Nevada,3080156.0,2021-01-25,152203.0,4029.0,271897.0,107155.0,22068.0,0.0
33.0,New Hampshire,1359711.0,2021-01-25,93338.0,990.0,62890.0,66587.0,13355.0,0.0
34.0,New Jersey,8882190.0,2021-01-25,551209.0,20972.0,666951.0,412807.0,69201.0,0.0
35.0,New Mexico,2096829.0,2021-01-25,203830.0,3157.0,169696.0,0.0,0.0,0.0
36.0,New York,19453561.0,2021-01-25,1283999.0,42357.0,1347667.0,1004141.0,139929.0,0.0
37.0,North Carolina,10488084.0,2021-01-25,573130.0,8720.0,723445.0,347981.0,76293.0,0.0
38.0,North Dakota,762062.0,2021-01-25,74055.0,1436.0,96874.0,47945.0,13005.0,0.0
39.0,Ohio,11689100.0,2021-01-25,607893.0,16836.0,868656.0,607893.0,0.0,0.0
40.0,Oklahoma,3956971.0,2021-01-25,278151.0,3293.0,375487.0,206507.0,35822.0,0.0
41.0,Oregon,4217737.0,2021-01-25,300660.0,1882.0,138587.0,218025.0,39264.0,0.0
42.0,Pennsylvania,12801989.0,2021-01-25,660201.0,20668.0,816073.0,436861.0,111670.0,0.0
44.0,Rhode Island,1059361.0,2021-01-25,66070.0,2285.0,111754.0,39780.0,13145.0,0.0
45.0,South Carolina,5148714.0,2021-01-25,277258.0,6552.0,421417.0,174408.0,42246.0,0.0
46.0,South Dakota,884659.0,2021-01-25,82512.0,1705.0,107180.0,46151.0,17145.0,0.0
47.0,Tennessee,6829174.0,2021-01-25,470660.0,8970.0,710427.0,290892.0,89399.0,0.0
48.0,Texas,28995881.0,2021-01-25,1713980.0,35090.0,2269424.0,1204606.0,254687.0,0.0
49.0,Utah,3205958.0,2021-01-25,228348.0,1122.0,256783.0,172014.0,28167.0,0.0
50.0,Vermont,623989.0,2021-01-25,51711.0,171.0,11165.0,31827.0,9942.0,0.0
51.0,Virginia,8535519.0,2021-01-25,522853.0,6081.0,478619.0,394091.0,64381.0,0.0
53.0,Washington,7614893.0,2021-01-25,391195.0,4148.0,302141.0,262005.0,63046.0,0.0
54.0,West Virginia,1792147.0,2021-01-25,206616.0,1899.0,115839.0,126100.0,40258.0,0.0
55.0,Wisconsin,5822434.0,2021-01-25,310256.0,6199.0,582477.0,196896.0,56680.0,0.0
56.0,Wyoming,578759.0,2021-01-25,38191.0,571.0,51062.0,28633.0,4779.0,0.0
1.0,Alabama,4903185.0,2021-01-26,287002.0,6896.0,445909.0,20354.0,0.0,0.0
2.0,Alaska,731545.0,2021-01-26,98137.0,260.0,53510.0,62463.0,17837.0,0.0
4.0,Arizona,7278717.0,2021-01-26,458461.0,12448.0,732643.0,311325.0,69646.0,0.0
5.0,Arkansas,3017804.0,2021-01-26,221602.0,4690.0,287187.0,4000.0,0.0,0.0
6.0,California,39512223.0,2021-01-26,1393224.0,37308.0,3293732.0,0.0,0.0,0.0
8.0,Colorado,5758736.0,2021-01-26,455081.0,5517.0,388620.0,289541.0,82659.0,0.0
9.0,Connecticut,3565287.0,2021-01-26,331264.0,6934.0,244899.0,240253.0,42421.0,0.0
10.0,Delaware,973764.0,2021-01-26,68995.0,1276.0,75490.0,13701.0,0.0,0.0
11.0,District of Columbia,705749.0,2021-01-26,51421.0,888.0,35700.0,0.0,0.0,0.0
12.0,Florida,21477737.0,2021-01-26,1565383.0,25673.0,1667763.0,1249439.0,157972.0,0.0
13.0,Georgia,10617423.0,2021-01-26,674967.0,13482.0,879221.0,94607.0,0.0,0.0
15.0,Hawaii,1415872.0,2021-01-26,106654.0,401.0,26030.0,9000.0,0.0,0.0
16.0,Idaho,1787065.0,2021-01-26,93582.0,1688.0,160592.0,64157.0,14648.0,0.0
17.0,Illinois,12671821.0,2021-01-26,692763.0,20853.0,1108430.0,416783.0,137990.0,0.0
18.0,Indiana,6732219.0,2021-01-26,540841.0,11087.0,614946.0,340803.0,100019.0,0.0
19.0,Iowa,3155070.0,2021-01-26,156296.0,4492.0,315002.0,122588.0,16854.0,0.0
20.0,Kansas,2913314.0,2021-01-26,157520.0,3646.0,271578.0,107084.0,25218.0,0.0
21.0,Kentucky,4467673.0,2021-01-26,308812.0,3495.0,350519.0,60414.0,0.0,0.0
22.0,Louisiana,4648794.0,2021-01-26,314328.0,8621.0,388562.0,230922.0,41703.0,0.0
23.0,Maine,1344212.0,2021-01-26,110332.0,558.0,37710.0,64252.0,23040.0,0.0
24.0,Maryland,6045680.0,2021-01-26,372937.0,6963.0,344620.0,288481.0,42228.0,0.0
25.0,Massachusetts,6892503.0,2021-01-26,359919.0,14218.0,504400.0,256825.0,51547.0,0.0
26.0,Michigan,9986857.0,2021-01-26,730453.0,15159.0,578371.0,491637.0,119408.0,0.0
27.0,Minnesota,5639632.0,2021-01-26,335477.0,6174.0,456490.0,200605.0,67436.0,0.0
28.0,Mississippi,2976149.0,2021-01-26,184398.0,5852.0,266598.0,151314.0,16542.0,0.0
29.0,Missouri,6137428.0,2021-01-26,335695.0,6549.0,487789.0,182475.0,75823.0,0.0
30.0,Montana,1068778.0,2021-01-26,77739.0,1185.0,92160.0,48427.0,14704.0,0.0
31.0,Nebraska,1934408.0,2021-01-26,138344.0,1905.0,188122.0,88656.0,24844.0,0.0
32.0,Nevada,3080156.0,2021-01-26,159869.0,4088.0,272853.0,114391.0,22279.0,0.0
33.0,New Hampshire,1359711.0,2021-01-26,94623.0,994.0,63367.0,66767.0,13907.0,0.0
34.0,New Jersey,8882190.0,2021-01-26,584148.0,21105.0,671781.0,433236.0,75456.0,0.0
35.0,New Mexico,2096829.0,2021-01-26,209580.0,3171.0,170296.0,0.0,0.0,0.0
36.0,New York,19453561.0,2021-01-26,1324420.0,42537.0,1358707.0,1036516.0,143952.0,0.0
37.0,North Carolina,10488084.0,2021-01-26,573130.0,8776.0,727423.0,347981.0,76293.0,0.0
38.0,North Dakota,762062.0,2021-01-26,74641.0,1440.0,97006.0,48089.0,13276.0,0.0
39.0,Ohio,11689100.0,2021-01-26,626867.0,16923.0,872918.0,626867.0,0.0,0.0
40.0,Oklahoma,3956971.0,2021-01-26,278151.0,3323.0,377079.0,206507.0,35822.0,0.0
41.0,Oregon,4217737.0,2021-01-26,308050.0,1904.0,139355.0,222385.0,40775.0,0.0
42.0,Pennsylvania,12801989.0,2021-01-26,680219.0,20895.0,821184.0,451467.0,114376.0,0.0
44.0,Rhode Island,1059361.0,2021-01-26,73994.0,2296.0,112396.0,44524.0,14735.0,0.0
45.0,South Carolina,5148714.0,2021-01-26,281277.0,6578.0,423667.0,174952.0,43841.0,0.0
46.0,South Dakota,884659.0,2021-01-26,82823.0,1705.0,107380.0,46724.0,18220.0,0.0
47.0,Tennessee,6829174.0,2021-01-26,523064.0,9162.0,712406.0,312912.0,104875.0,0.0
48.0,Texas,28995881.0,2021-01-26,1754569.0,35420.0,2290621.0,1222997.0,265786.0,0.0
49.0,Utah,3205958.0,2021-01-26,229575.0,1133.0,257815.0,172371.0,28602.0,0.0
50.0,Vermont,623989.0,2021-01-26,51711.0,171.0,11285.0,31827.0,9942.0,0.0
51.0,Virginia,8535519.0,2021-01-26,522853.0,6174.0,483326.0,394091.0,64381.0,0.0
53.0,Washington,7614893.0,2021-01-26,500105.0,4167.0,303482.0,261606.0,78285.0,0.0
54.0,West Virginia,1792147.0,2021-01-26,212875.0,1928.0,116978.0,125579.0,43648.0,0.0
55.0,Wisconsin,5822434.0,2021-01-26,345017.0,6264.0,584041.0,216289.0,64364.0,0.0
56.0,Wyoming,578759.0,2021-01-26,38191.0,596.0,51152.0,28633.0,4779.0,0.0
1.0,Alabama,4903185.0,2021-01-27,298017.0,7172.0,449086.0,20354.0,0.0,0.0
2.0,Alaska,731545.0,2021-01-27,101585.0,261.0,53692.0,63351.0,19117.0,0.0
4.0,Arizona,7278717.0,2021-01-27,486338.0,12643.0,738561.0,330317.0,73945.0,0.0
5.0,Arkansas,3017804.0,2021-01-27,234120.0,4742.0,288964.0,4000.0,0.0,0.0
6.0,California,39512223.0,2021-01-27,2587736.0,38024.0,3311415.0,0.0,0.0,0.0
8.0,Colorado,5758736.0,2021-01-27,471528.0,5552.0,390296.0,291521.0,89881.0,0.0
9.0,Connecticut,3565287.0,2021-01-27,342643.0,6976.0,247339.0,246067.0,45190.0,0.0
10.0,Delaware,973764.0,2021-01-27,77924.0,1283.0,75832.0,13701.0,0.0,0.0
11.0,District of Columbia,705749.0,2021-01-27,51421.0,895.0,35865.0,0.0,0.0,0.0
12.0,Florida,21477737.0,2021-01-27,1622421.0,25833.0,1676171.0,1270739.0,175841.0,0.0
13.0,Georgia,10617423.0,2021-01-27,746274.0,13643.0,885605.0,94607.0,0.0,0.0
15.0,Hawaii,1415872.0,2021-01-27,109808.0,404.0,26164.0,9000.0,0.0,0.0
16.0,Idaho,1787065.0,2021-01-27,96896.0,1714.0,161212.0,65664.0,15546.0,0.0
17.0,Illinois,12671821.0,2021-01-27,719995.0,20949.0,1112181.0,428451.0,145772.0,0.0
18.0,Indiana,6732219.0,2021-01-27,566575.0,11137.0,617176.0,352827.0,106874.0,0.0
19.0,Iowa,3155070.0,2021-01-27,156296.0,4500.0,316114.0,122588.0,16854.0,0.0
20.0,Kansas,2913314.0,2021-01-27,157520.0,3740.0,274746.0,107084.0,25218.0,0.0
21.0,Kentucky,4467673.0,2021-01-27,319608.0,3542.0,352934.0,60414.0,0.0,0.0
22.0,Louisiana,4648794.0,2021-01-27,357894.0,8688.0,392416.0,264364.0,46765.0,0.0
23.0,Maine,1344212.0,2021-01-27,115213.0,562.0,38170.0,64095.0,25559.0,0.0
24.0,Maryland,6045680.0,2021-01-27,396661.0,6996.0,346559.0,299391.0,48635.0,0.0
25.0,Massachusetts,6892503.0,2021-01-27,359919.0,14302.0,507698.0,256825.0,51547.0,0.0
26.0,Michigan,9986857.0,2021-01-27,760066.0,15168.0,580398.0,498732.0,130667.0,0.0
27.0,Minnesota,5639632.0,2021-01-27,353113.0,6192.0,457317.0,217979.0,67567.0,0.0
28.0,Mississippi,2976149.0,2021-01-27,193429.0,5917.0,268672.0,157405.0,18012.0,0.0
29.0,Missouri,6137428.0,2021-01-27,340273.0,6584.0,489906.0,185763.0,76467.0,0.0
30.0,Montana,1068778.0,2021-01-27,81157.0,1201.0,92531.0,48427.0,15888.0,0.0
31.0,Nebraska,1934408.0,2021-01-27,142827.0,1917.0,188784.0,90059.0,26384.0,0.0
32.0,Nevada,3080156.0,2021-01-27,164362.0,4134.0,273873.0,118426.0,22508.0,0.0
33.0,New Hampshire,1359711.0,2021-01-27,97002.0,1006.0,63886.0,65875.0,15542.0,0.0
34.0,New Jersey,8882190.0,2021-01-27,627677.0,21220.0,676537.0,456207.0,85735.0,0.0
35.0,New Mexico,2096829.0,2021-01-27,216913.0,3198.0,171047.0,0.0,0.0,0.0
36.0,New York,19453561.0,2021-01-27,1376979.0,42699.0,1369072.0,1043699.0,166640.0,0.0
37.0,North Carolina,10488084.0,2021-01-27,812586.0,8915.0,733010.0,533400.0,97374.0,0.0
38.0,North Dakota,762062.0,2021-01-27,81379.0,1441.0,97160.0,50455.0,15462.0,0.0
39.0,Ohio,11689100.0,2021-01-27,656474.0,17003.0,878284.0,656474.0,0.0,0.0
40.0,Oklahoma,3956971.0,2021-01-27,278151.0,3388.0,379789.0,206507.0,35822.0,0.0
41.0,Oregon,4217737.0,2021-01-27,325472.0,1924.0,140063.0,231136.0,45057.0,0.0
42.0,Pennsylvania,12801989.0,2021-01-27,737817.0,21111.0,826760.0,473449.0,132184.0,0.0
